Applied-Energistics-2
2021/11/10 19:05:00,3,0,1,-4,0,0,0,-3,3
2021/11/10 00:48:09,0,0,1,-1,0,0,0,0,0
2021/10/31 21:54:02,0,0,0,0,0,1,0,-1,0
2021/8/20 19:35:56,1,0,1,-3,0,1,0,-3,2
2021/10/31 19:44:23,0,0,0,-1,0,0,0,-1,1
2021/10/31 17:33:38,1,0,0,0,0,0,0,0,0
2021/10/5 19:06:41,0,0,0,-1,0,0,0,-1,1
2021/9/28 21:44:40,1,0,1,-2,0,0,0,-1,1
2021/8/27 23:53:32,0,0,1,-1,0,0,0,0,0
2021/8/20 13:44:20,1,0,0,0,0,0,0,0,0
2021/8/20 13:18:31,0,0,1,-1,0,0,0,0,0
2021/8/18 13:25:05,1,0,0,0,0,0,0,0,0
2021/8/14 23:47:14,1,0,0,0,0,0,0,0,0
2021/8/14 22:01:10,2,0,0,0,0,0,0,0,0
2021/8/12 19:16:15,0,0,1,-1,0,0,0,0,0
total,90,7,35,-109,5,2,12,-81,63
